Player,Home,Away,Date,Team,Type,Minute
Jack Cork,West Ham United,Southampton,2014-08-30,Southampton,Substitution_On,71
Tim Howard,Everton,Chelsea,2014-08-30,Everton,Yellow_Card,69
Seamus Coleman,Everton,Chelsea,2014-08-30,Everton,Own_Goal,67
Kevin Mirallas,Everton,Chelsea,2014-08-30,Everton,Goal,45
Steven Naismith,Everton,Chelsea,2014-08-30,Everton,Goal,69
Aiden McGeady,Everton,Chelsea,2014-08-30,Everton,Substitution_Off,70
Romelu Lukaku,Everton,Chelsea,2014-08-30,Everton,Substitution_Off,89
Samuel Eto'o,Everton,Chelsea,2014-08-30,Everton,Goal,76
Samuel Eto'o,Everton,Chelsea,2014-08-30,Everton,Substitution_On,70
Muhamed Besic,Everton,Chelsea,2014-08-30,Everton,Substitution_On,89
Branislav Ivanovic,Everton,Chelsea,2014-08-30,Chelsea,Goal,3
Ramires,Everton,Chelsea,2014-08-30,Chelsea,Goal,77
Ramires,Everton,Chelsea,2014-08-30,Chelsea,Yellow_Card,64
Nemanja Matic,Everton,Chelsea,2014-08-30,Chelsea,Goal,74
Willian,Everton,Chelsea,2014-08-30,Chelsea,Substitution_Off,75
Cesc Fàbregas,Everton,Chelsea,2014-08-30,Chelsea,Substitution_Off,89
Cesc Fàbregas,Everton,Chelsea,2014-08-30,Chelsea,Yellow_Card,81
Eden Hazard,Everton,Chelsea,2014-08-30,Chelsea,Substitution_Off,83
Diego Costa,Everton,Chelsea,2014-08-30,Chelsea,Goal,1
Diego Costa,Everton,Chelsea,2014-08-30,Chelsea,Goal,90
Diego Costa,Everton,Chelsea,2014-08-30,Chelsea,Yellow_Card,56
Filipe Luis,Everton,Chelsea,2014-08-30,Chelsea,Substitution_On,83
Didier Drogba,Everton,Chelsea,2014-08-30,Chelsea,Substitution_On,89
John Mikel Obi,Everton,Chelsea,2014-08-30,Chelsea,Substitution_On,75
Pablo Zabaleta,Manchester City,Liverpool,2014-08-25,Manchester City,Own_Goal,83
Yaya Touré,Manchester City,Liverpool,2014-08-25,Manchester City,Yellow_Card,29
David Silva,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_Off,65
Stevan Jovetic,Manchester City,Liverpool,2014-08-25,Manchester City,Goal,41
Stevan Jovetic,Manchester City,Liverpool,2014-08-25,Manchester City,Goal,55
Stevan Jovetic,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_Off,80
Edin Dzeko,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_Off,68
Jesus Navas,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_On,65
Sergio Agüero,Manchester City,Liverpool,2014-08-25,Manchester City,Goal,69
Sergio Agüero,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_On,68
Fernandinho,Manchester City,Liverpool,2014-08-25,Manchester City,Substitution_On,80
Joe Allen,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_Off,75
Raheem Sterling,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_Off,79
Philippe Coutinho,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_Off,60
Rickie Lambert,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_On,79
Emre Can,Manchester City,Liverpool,2014-08-25,Liverpool,Yellow_Card,76
Emre Can,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_On,75
Lazar Markovic,Manchester City,Liverpool,2014-08-25,Liverpool,Substitution_On,60
James Chester,Hull City,Stoke City,2014-08-24,Hull City,Red_Card,14
Stephen Quinn,Hull City,Stoke City,2014-08-24,Hull City,Substitution_Off,76
Andrew Robertson,Hull City,Stoke City,2014-08-24,Hull City,Yellow_Card,51
Tom Ince,Hull City,Stoke City,2014-08-24,Hull City,Substitution_Off,56
Nikica Jelavic,Hull City,Stoke City,2014-08-24,Hull City,Goal,42
Nikica Jelavic,Hull City,Stoke City,2014-08-24,Hull City,Substitution_Off,81
Liam Rosenior,Hull City,Stoke City,2014-08-24,Hull City,Substitution_On,56
David Meyler,Hull City,Stoke City,2014-08-24,Hull City,Substitution_On,76
George Boyd,Hull City,Stoke City,2014-08-24,Hull City,Substitution_On,81
Phil Bardsley,Hull City,Stoke City,2014-08-24,Stoke City,Yellow_Card,44
Ryan Shawcross,Hull City,Stoke City,2014-08-24,Stoke City,Goal,83
Steve Sidwell,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_Off,65
Glenn Whelan,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_Off,41
Marko Arnautovic,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_Off,55
Mame Biram Diouf,Hull City,Stoke City,2014-08-24,Stoke City,Yellow_Card,38
Charlie Adam,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_On,65
Peter Crouch,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_On,55
Bojan,Hull City,Stoke City,2014-08-24,Stoke City,Yellow_Card,61
Bojan,Hull City,Stoke City,2014-08-24,Stoke City,Substitution_On,41
Eric Dier,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Goal,30
Nabil Bentaleb,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_Off,59
Nacer Chadli,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Goal,12
Nacer Chadli,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Goal,37
Nacer Chadli,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_Off,69
Emmanuel Adebayor,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Goal,65
Emmanuel Adebayor,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_Off,80
Roberto Soldado,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_On,80
Harry Kane,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_On,69
Mousa Dembélé,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Tottenham Hotspur,Substitution_On,59
Richard Dunne,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_Off,45
Leroy Fer,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_Off,68
Leroy Fer,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Yellow_Card,64
Matt Phillips,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_Off,74
Nedum Onuoha,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_On,45
Alejandro Faurlin,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_On,68
Bobby Zamora,Tottenham Hotspur,Queens Park Rangers,2014-08-24,Queens Park Rangers,Substitution_On,74
Jack Rodwell,Sunderland,Manchester United,2014-08-24,Sunderland,Goal,30
Jack Rodwell,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_Off,63
Will Buckley,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_Off,79
Steven Fletcher,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_Off,77
Liam Bridcutt,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_On,79
Jordi Gomez,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_On,63
Jozy Altidore,Sunderland,Manchester United,2014-08-24,Sunderland,Substitution_On,77
Chris Smalling,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_Off,44
Darren Fletcher,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_Off,63
Tom Cleverley,Sunderland,Manchester United,2014-08-24,Manchester United,Yellow_Card,67
Ashley Young,Sunderland,Manchester United,2014-08-24,Manchester United,Yellow_Card,62
Juan Mata,Sunderland,Manchester United,2014-08-24,Manchester United,Goal,17
Robin van Persie,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_Off,63
Adnan Januzaj,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_On,63
Danny Welbeck,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_On,63
Michael Keane,Sunderland,Manchester United,2014-08-24,Manchester United,Substitution_On,44
Philippe Senderos,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Yellow_Card,67
Aly Cissokho,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_Off,82
Kieran  Richardson,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_Off,76
Charles N'Zogbia,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_Off,62
Charles N'Zogbia,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Yellow_Card,50
Andreas Weimann,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Yellow_Card,68
Carlos Sánchez,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Yellow_Card,85
Carlos Sánchez,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_On,62
Nathan Baker,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_On,82
Darren Bent,Aston Villa,Newcastle United,2014-08-23,Aston Villa,Substitution_On,76
Mike Williamson,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Yellow_Card,86
Mike Williamson,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Red_Card,90
Vurnon Anita,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_Off,70
Emmanuel Riviere,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_Off,77
Ayoze Pérez,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_Off,90
Ayoze Pérez,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_On,77
Siem de Jong,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_On,70
Steven Taylor,Aston Villa,Newcastle United,2014-08-23,Newcastle United,Substitution_On,90
André Schürrle,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_Off,64
Oscar,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_Off,70
Eden Hazard,Chelsea,Leicester City,2014-08-23,Chelsea,Goal,77
Diego Costa,Chelsea,Leicester City,2014-08-23,Chelsea,Goal,62
Diego Costa,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_Off,80
Ramires,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_On,64
Didier Drogba,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_On,80
Willian,Chelsea,Leicester City,2014-08-23,Chelsea,Substitution_On,70
Riyad Mahrez,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_Off,68
Dean Hammond,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_Off,73
Dean Hammond,Chelsea,Leicester City,2014-08-23,Leicester City,Yellow_Card,51
Leonardo Ulloa,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_Off,84
Marc Albrighton,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_On,68
Gary Taylor-Fletcher,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_On,73
Chris Wood,Chelsea,Leicester City,2014-08-23,Leicester City,Substitution_On,84
Barry Bannan,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_Off,71
Mile Jedinak,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Yellow_Card,89
Stuart O'Keefe,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_Off,83
Marouane Chamakh,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Goal,48
Fraizer Campbell,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_Off,70
Dwight Gayle,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_On,70
Glenn Murray,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_On,83
Jonny Williams,Crystal Palace,West Ham United,2014-08-23,Crystal Palace,Substitution_On,71
Joey O'Brien,Crystal Palace,West Ham United,2014-08-23,West Ham United,Yellow_Card,75
James Tomkins,Crystal Palace,West Ham United,2014-08-23,West Ham United,Yellow_Card,45
Winston Reid,Crystal Palace,West Ham United,2014-08-23,West Ham United,Yellow_Card,40
Stewart Downing,Crystal Palace,West Ham United,2014-08-23,West Ham United,Goal,37
Stewart Downing,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_Off,90
Mauro Zárate,Crystal Palace,West Ham United,2014-08-23,West Ham United,Goal,34
Mauro Zárate,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_Off,83
Carlton Cole,Crystal Palace,West Ham United,2014-08-23,West Ham United,Goal,62
Carlton Cole,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_Off,68
Diafra Sakho,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_On,68
Mohamed Diamé,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_On,90
Diego Poyet,Crystal Palace,West Ham United,2014-08-23,West Ham United,Substitution_On,83
Nathaniel Clyne,Southampton,West Bromwich Albion,2014-08-23,Southampton,Yellow_Card,66
Steven Davis,Southampton,West Bromwich Albion,2014-08-23,Southampton,Substitution_Off,45
James Ward-Prowse,Southampton,West Bromwich Albion,2014-08-23,Southampton,Substitution_Off,78
Shane Long,Southampton,West Bromwich Albion,2014-08-23,Southampton,Substitution_On,45
Jack Cork,Southampton,West Bromwich Albion,2014-08-23,Southampton,Substitution_On,78
Sébastien Pocognoli,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_Off,60
Saido Berahino,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_Off,89
Craig Gardner,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Yellow_Card,80
Chris Brunt,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Yellow_Card,42
Victor Anichebe,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_Off,52
Brown Ideye,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_On,52
Jason Davidson,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_On,60
Stéphane Sessegnon,Southampton,West Bromwich Albion,2014-08-23,West Bromwich Albion,Substitution_On,89
Jonjo Shelvey,Swansea City,Burnley,2014-08-23,Swansea City,Yellow_Card,73
Nathan Dyer,Swansea City,Burnley,2014-08-23,Swansea City,Goal,23
Nathan Dyer,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_Off,66
Gylfi Sigurdsson,Swansea City,Burnley,2014-08-23,Swansea City,Yellow_Card,85
Wayne Routledge,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_Off,90
Wilfried Bony,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_Off,64
Bafétimbi Gomis,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_On,64
Dwight Tiendalli,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_On,90
Jefferson Montero,Swansea City,Burnley,2014-08-23,Swansea City,Substitution_On,66
Michael Duff,Swansea City,Burnley,2014-08-23,Burnley,Yellow_Card,79
David Jones,Swansea City,Burnley,2014-08-23,Burnley,Substitution_Off,90
Matthew Taylor,Swansea City,Burnley,2014-08-23,Burnley,Substitution_Off,72
Lukas Jutkiewicz,Swansea City,Burnley,2014-08-23,Burnley,Substitution_Off,82
Ross Wallace,Swansea City,Burnley,2014-08-23,Burnley,Substitution_On,72
Marvin Sordell,Swansea City,Burnley,2014-08-23,Burnley,Substitution_On,90
Ashley Barnes,Swansea City,Burnley,2014-08-23,Burnley,Substitution_On,82
Seamus Coleman,Everton,Arsenal,2014-08-23,Everton,Goal,19
Leighton Baines,Everton,Arsenal,2014-08-23,Everton,Yellow_Card,29
Kevin Mirallas,Everton,Arsenal,2014-08-23,Everton,Substitution_Off,85
Steven Naismith,Everton,Arsenal,2014-08-23,Everton,Goal,45
Steven Pienaar,Everton,Arsenal,2014-08-23,Everton,Substitution_Off,10
Romelu Lukaku,Everton,Arsenal,2014-08-23,Everton,Substitution_Off,76
Aiden McGeady,Everton,Arsenal,2014-08-23,Everton,Substitution_On,76
Christian Atsu,Everton,Arsenal,2014-08-23,Everton,Substitution_On,85
Leon Osman,Everton,Arsenal,2014-08-23,Everton,Substitution_On,10
Calum Chambers,Everton,Arsenal,2014-08-23,Arsenal,Yellow_Card,57
Per Mertesacker,Everton,Arsenal,2014-08-23,Arsenal,Yellow_Card,43
Mathieu Flamini,Everton,Arsenal,2014-08-23,Arsenal,Yellow_Card,77
Alex Oxlade-Chamberlain,Everton,Arsenal,2014-08-23,Arsenal,Substitution_Off,74
Aaron Ramsey,Everton,Arsenal,2014-08-23,Arsenal,Goal,83
Jack Wilshere,Everton,Arsenal,2014-08-23,Arsenal,Substitution_Off,74
Jack Wilshere,Everton,Arsenal,2014-08-23,Arsenal,Yellow_Card,54
Alexis Sánchez,Everton,Arsenal,2014-08-23,Arsenal,Substitution_Off,45
Olivier Giroud,Everton,Arsenal,2014-08-23,Arsenal,Goal,90
Olivier Giroud,Everton,Arsenal,2014-08-23,Arsenal,Substitution_On,45
Santi Cazorla,Everton,Arsenal,2014-08-23,Arsenal,Substitution_On,74
Joel Campbell,Everton,Arsenal,2014-08-23,Arsenal,Substitution_On,74
Scott Arfield,Burnley,Chelsea,2014-08-18,Burnley,Goal,14
Matthew Taylor,Burnley,Chelsea,2014-08-18,Burnley,Substitution_Off,70
Danny Ings,Burnley,Chelsea,2014-08-18,Burnley,Substitution_Off,82
Lukas Jutkiewicz,Burnley,Chelsea,2014-08-18,Burnley,Substitution_Off,70
Michael Kightly,Burnley,Chelsea,2014-08-18,Burnley,Substitution_On,70
Marvin Sordell,Burnley,Chelsea,2014-08-18,Burnley,Yellow_Card,87
Marvin Sordell,Burnley,Chelsea,2014-08-18,Burnley,Substitution_On,82
Ashley Barnes,Burnley,Chelsea,2014-08-18,Burnley,Substitution_On,70
Branislav Ivanovic,Burnley,Chelsea,2014-08-18,Chelsea,Goal,34
André Schürrle,Burnley,Chelsea,2014-08-18,Chelsea,Goal,21
André Schürrle,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_Off,78
Oscar,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_Off,82
Eden Hazard,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_Off,84
Diego Costa,Burnley,Chelsea,2014-08-18,Chelsea,Goal,17
Diego Costa,Burnley,Chelsea,2014-08-18,Chelsea,Yellow_Card,31
Didier Drogba,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_On,84
John Mikel Obi,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_On,82
Willian,Burnley,Chelsea,2014-08-18,Chelsea,Substitution_On,78
Javi Manquillo,Liverpool,Southampton,2014-08-17,Liverpool,Yellow_Card,34
Lucas Leiva,Liverpool,Southampton,2014-08-17,Liverpool,Substitution_Off,63
Philippe Coutinho,Liverpool,Southampton,2014-08-17,Liverpool,Substitution_Off,76
Raheem Sterling,Liverpool,Southampton,2014-08-17,Liverpool,Goal,23
Daniel Sturridge,Liverpool,Southampton,2014-08-17,Liverpool,Goal,79
Rickie Lambert,Liverpool,Southampton,2014-08-17,Liverpool,Substitution_On,76
Joe Allen,Liverpool,Southampton,2014-08-17,Liverpool,Substitution_On,63
Nathaniel Clyne,Liverpool,Southampton,2014-08-17,Southampton,Goal,56
Steven Davis,Liverpool,Southampton,2014-08-17,Southampton,Substitution_Off,82
Steven Davis,Liverpool,Southampton,2014-08-17,Southampton,Yellow_Card,78
Morgan Schneiderlin,Liverpool,Southampton,2014-08-17,Southampton,Yellow_Card,65
Dusan Tadic,Liverpool,Southampton,2014-08-17,Southampton,Substitution_Off,74
Shane Long,Liverpool,Southampton,2014-08-17,Southampton,Substitution_On,74
Lloyd Isgrove,Liverpool,Southampton,2014-08-17,Southampton,Substitution_On,82
Daryl Janmaat,Newcastle United,Manchester City,2014-08-17,Newcastle United,Yellow_Card,77
Vurnon Anita,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_Off,63
Yoan Gouffran,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_Off,74
Emmanuel Riviere,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_Off,83
Rolando Aarons,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_On,74
Ayoze Pérez,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_On,83
Gabriel Obertan,Newcastle United,Manchester City,2014-08-17,Newcastle United,Substitution_On,63
Vincent Kompany,Newcastle United,Manchester City,2014-08-17,Manchester City,Yellow_Card,75
Martín Demichelis,Newcastle United,Manchester City,2014-08-17,Manchester City,Yellow_Card,54
Aleksandar Kolarov,Newcastle United,Manchester City,2014-08-17,Manchester City,Yellow_Card,57
Samir Nasri,Newcastle United,Manchester City,2014-08-17,Manchester City,Substitution_Off,78
Fernando,Newcastle United,Manchester City,2014-08-17,Manchester City,Yellow_Card,87
David Silva,Newcastle United,Manchester City,2014-08-17,Manchester City,Goal,38
